"examiner_id","gender","race","tenure_days","ISSUED_applications","abandoned_applications","au_moves","tc_moves","PEN_applications","separation_indicator","num_classes","num_subclasses","avg_ISS_processing","avg_ABN_processing"
93908,"male","white",5827,19,15,13,0,0,1,12,27,974.105263157895,619.6
93909,"male","white",6283,364,95,20,0,0.0769230769230769,1,73,360,1017.05494505495,1002.14736842105
93912,"male","white",3629,1,0,0,0,0,1,1,1,676,NA
93917,"female","white",5950,56,9,14,0,0,1,17,23,842.071428571429,505.222222222222
93921,"female","white",5573,84,71,54,0,0,1,58,105,1002.60714285714,859.070422535211
93932,"male","white",2695,1,1,0,0,0,1,1,2,1205,886
93943,"male","white",5636,94,83,115,51,0,1,67,156,1939.72340425532,1720.10843373494
93951,"male","white",1092,0,3,0,0,0,1,2,3,NA,844.666666666667
93966,"male","white",2833,0,36,0,0,0.125,1,18,37,NA,520.75
93997,"male","black",1526,24,3,0,0,0,1,10,26,862.166666666667,1127
94010,"female","Hispanic",5463,16,3,0,0,0,1,7,12,843,463.666666666667
94011,"male","white",1805,1,4,0,0,0,1,4,4,1698,1098.25
94015,"male","Asian",1000,1,0,0,0,0,1,1,1,1020,NA
94024,"male","white",6171,81,98,0,0,0,1,17,147,940.703703703704,669.061224489796
94038,"male","white",4692,11,0,0,0,0,1,5,10,1067,NA
94060,"female","white",1745,0,15,0,0,0,1,10,15,NA,1044.46666666667
94062,"male","white",5278,43,14,0,0,0,1,35,54,1285.25581395349,1494.64285714286
94070,"male","white",6218,31,41,2,0,0.1,1,46,71,720.129032258065,1188.58536585366
94093,"male","Asian",3678,27,24,0,0,0,1,15,45,1437.48148148148,1151.25
94100,"female","white",3618,1,0,0,0,0,1,1,1,665,NA
94136,"female","white",6268,204,150,0,0,0.0344827586206897,1,64,264,1077.70098039216,981.713333333333
94162,"male","white",5944,13,3,0,0,0,1,10,16,787.307692307692,621
94164,"male","white",5476,5,1,0,0,0,1,4,6,716.2,728
94166,"male","white",1771,4,10,0,0,0,1,5,13,1301.25,1127.1
94199,"unknown","white",958,2,0,0,0,0,1,2,2,620.5,NA
94265,"male","white",5726,7,1,0,0,0,1,3,8,1249.85714285714,1210
94285,"male","white",5090,8,2,0,0,0,1,8,10,1216.125,1187
94299,"male","Asian",5149,40,55,0,0,0,1,23,80,1586.175,1279.36363636364
94307,"male","Hispanic",4787,123,56,0,0,0,1,27,126,1679.23577235772,1319.73214285714
94337,"male","white",1711,1,3,1,0,0,1,3,4,1691,1251.66666666667
94342,"male","Hispanic",1755,1,6,0,0,0,1,3,6,1428,1273.83333333333
94363,"male","white",5736,18,49,5,0,0,1,40,65,2182.33333333333,1780.20408163265
94403,"male","white",1385,0,2,1,1,0,1,2,2,NA,864.5
94451,"female","white",472,4,0,0,0,0,1,3,4,370.25,NA
94457,"female","white",4455,417,158,85,0,0,1,86,417,1094.67625899281,1071.29113924051
94470,"female","Hispanic",2200,8,9,0,0,0,1,9,16,1381,1008
94475,"male","Asian",4623,6,1,0,0,0,1,4,5,1354.66666666667,1190
94489,"male","Asian",6294,270,26,0,0,0,1,32,216,664.844444444444,771.346153846154
94503,"male","Asian",888,0,1,0,0,0,1,1,1,NA,739
94511,"male","white",3763,10,12,0,0,0,1,6,21,2032.4,1724.16666666667
94513,"male","white",6178,192,42,42,0,0,1,25,193,1523.47395833333,1276.19047619048
94516,"male","white",4833,106,68,37,0,0,1,33,135,1531.68867924528,1555.11764705882
94517,"male","white",5343,32,8,0,0,0,1,8,34,571.28125,336.5
94520,"male","white",964,0,1,0,0,0,1,1,1,NA,819
94525,"male","white",5141,11,40,0,0,0,1,33,38,1416.72727272727,867.525
94526,"male","white",4469,8,26,8,7,0,1,13,30,1236.625,1447.34615384615
94540,"male","white",4258,43,43,0,0,0,1,29,67,2153.02325581395,1634.55813953488
94542,"male","white",5803,82,175,45,0,0.037037037037037,1,27,126,1055.5243902439,933.954285714286
94612,"male","white",4967,180,105,61,0,0,1,53,253,1746.55555555556,1539.10476190476
94629,"male","Asian",6269,142,34,33,0,0,1,26,151,1195.26056338028,1044.05882352941
94638,"male","white",6219,105,42,0,0,0,1,24,129,830.676190476191,651.904761904762
94674,"male","white",5246,12,225,0,0,0,1,56,146,1610.25,1257.43111111111
94690,"male","Asian",3494,11,2,0,0,0,1,6,11,1704.27272727273,1594.5
94704,"male","white",3895,3,8,1,0,0,1,9,11,1047.33333333333,1430.5
94717,"male","white",6174,126,23,0,0,0,1,39,122,1017.55555555556,702.347826086957
94726,"male","white",5212,134,89,41,0,0,1,42,190,1461.11194029851,1411.06741573034
94738,"male","white",1426,3,11,0,0,0,1,7,12,809.666666666667,784
94760,"male","white",5544,87,5,0,0,0.1,1,39,85,580.908045977012,407.8
94781,"male","white",5287,4,0,0,0,0,1,4,4,848.25,NA
94789,"male","white",4393,8,6,0,0,0,1,5,13,1160.5,973.666666666667
94799,"male","white",4890,2,0,0,0,0,1,2,2,573,NA
94810,"male","white",5425,46,32,1,1,0,1,35,65,1625.5652173913,1260.375
94812,"female","Asian",1588,0,9,0,0,0,1,6,9,NA,940.888888888889
94826,"unknown","Asian",2039,6,8,1,0,0,1,5,12,1341.66666666667,1087.5
94832,"male","white",4650,4,0,0,0,0,1,3,4,1353,NA
94838,"female","Hispanic",5463,53,26,0,0,0,1,31,69,1660.77358490566,1630.34615384615
94849,"male","white",4347,129,22,0,0,0,1,24,138,1116.07751937984,1055.18181818182
94860,"unknown","Asian",5750,3,0,1,0,0,1,3,3,1085.33333333333,NA
94861,"female","white",6143,66,55,0,0,0,1,35,102,1263.37878787879,1041.63636363636
94867,"male","Asian",1578,0,2,0,0,0,1,1,2,NA,1417
94906,"male","white",612,0,1,0,0,0,1,1,1,NA,481
94918,"female","white",779,2,0,0,0,0,1,1,2,781,NA
94932,"male","white",5752,171,14,0,0,0,1,18,135,590.830409356725,432.714285714286
94949,"male","white",5313,6,2,0,0,0,1,6,8,554.833333333333,580
94970,"female","white",6015,118,25,0,0,0,1,19,77,774.152542372881,587.08
94977,"male","Asian",6175,36,5,0,0,0,1,8,35,1247.33333333333,724.8
94984,"female","Asian",5057,117,38,0,0,0,1,29,136,1565.96581196581,1293
94989,"female","white",1610,0,3,0,0,0,1,2,3,NA,1348.33333333333
94996,"male","white",6175,76,87,0,0,0,1,44,131,2277.47368421053,1621.13793103448
94997,"female","white",5748,12,2,0,0,0,1,10,14,802.5,664.5
95003,"female","white",849,1,0,0,0,0,1,1,1,869,NA
95008,"female","white",6023,108,89,41,0,0,1,42,158,1774.87037037037,1461.57303370787
95027,"male","Asian",6027,9,6,4,0,0,1,10,14,1727.88888888889,1379.5
95044,"female","white",1692,1,2,1,1,0,1,2,3,342,688.5
95055,"female","white",1442,0,3,0,0,0,1,3,3,NA,959
95084,"male","white",1491,3,1,0,0,0,1,4,4,880.666666666667,980
95130,"male","white",6217,15,9,0,0,0,1,10,23,1352.4,918.444444444444
95134,"female","white",1910,4,5,0,0,0,1,5,8,721.5,859.4
95144,"male","white",4902,17,29,21,21,0,1,10,35,1730.58823529412,1507.31034482759
95145,"female","white",2592,13,74,0,0,0,1,16,64,1390.53846153846,1081.66216216216
95150,"male","white",1166,0,2,0,0,0,1,1,2,NA,1045.5
95155,"female","Asian",863,0,1,0,0,0,1,1,1,NA,763
95158,"female","Asian",4372,39,15,8,0,0.0769230769230769,1,14,52,1590,1435.46666666667
95181,"male","white",4970,83,51,8,0,0,1,23,115,1302.95180722892,1149.3137254902
95219,"male","white",4172,120,44,72,0,0,1,34,133,1097.225,971.590909090909
95223,"female","white",5603,156,34,0,0,0,1,57,160,1262.58974358974,1079.05882352941
95261,"unknown","Asian",4832,146,120,6,0,0,1,34,183,1325.61643835616,1212.08333333333
95262,"unknown","white",1663,12,24,8,0,0,1,8,30,1376.08333333333,1103.66666666667
95299,"male","Asian",5726,1,27,3,0,0.227272727272727,1,23,32,1070,1118.77777777778
95304,"female","white",1423,3,3,0,0,0,1,3,6,1129.66666666667,1192
95307,"male","Hispanic",1916,0,7,0,0,0,1,4,6,NA,1203.85714285714
95310,"male","white",1404,0,5,0,0,0,1,5,5,NA,740.4
95313,"male","white",3488,15,16,4,0,0,1,11,28,1402.33333333333,1002.5625
95336,"male","white",2751,1,0,0,0,0,1,1,1,1261,NA
95353,"male","white",4537,14,4,0,0,0,1,10,18,834.571428571429,556.25
95398,"male","white",2476,0,14,0,0,0,1,8,12,NA,1045.28571428571
95415,"male","white",6197,296,59,0,0,0.285714285714286,1,41,324,557.638513513514,365.677966101695
95418,"male","Hispanic",3349,8,52,0,0,0,1,21,56,2145,1535.69230769231
95423,"female","Hispanic",1987,3,3,0,0,0,1,5,6,1517.33333333333,1482.66666666667
95437,"male","white",4897,1,0,0,0,0,1,1,1,491,NA
95479,"unknown","white",940,0,2,0,0,0,1,1,2,NA,853
95486,"male","white",847,1,1,0,0,0,1,1,2,737,726
95500,"female","white",730,1,0,0,0,0,1,1,1,749,NA
95565,"unknown","Asian",6226,126,151,51,0,0.0238095238095238,1,132,211,1389.1746031746,1046.56291390728
95578,"male","black",2333,56,28,0,0,0.833333333333333,1,30,79,1196.73214285714,1032.60714285714
95594,"unknown","white",944,2,1,0,0,0,1,1,3,939.5,669
95612,"male","Hispanic",5771,6,0,0,0,0,1,2,5,1155.33333333333,NA
95616,"female","white",5943,51,28,0,0,0,1,16,56,812.705882352941,602.928571428571
95617,"male","Asian",6224,55,10,0,0,0,1,16,62,1152.63636363636,1043.2
95623,"unknown","white",6146,139,152,94,93,0,1,48,213,2174.59712230216,1897.15131578947
95630,"male","white",2381,14,30,0,0,0,1,20,41,1730,1425.03333333333
95633,"male","white",3954,4,0,0,0,0,1,3,3,1817.75,NA
95635,"male","Asian",3951,3,5,0,0,0,1,8,8,1384.66666666667,812.2
95644,"male","white",675,1,0,0,0,0,1,1,1,694,NA
95681,"female","white",1335,1,0,0,0,0,1,1,1,1355,NA
95693,"unknown","white",1470,23,16,0,0,0,1,20,38,898.739130434783,762.75
95698,"male","white",998,0,3,0,0,0,1,2,3,NA,732.333333333333
95704,"male","black",4936,65,63,18,0,0,1,20,97,1383.09230769231,1297.65079365079
95711,"female","white",4887,101,136,92,0,0,1,38,68,1646.07920792079,1231.13970588235
95755,"female","white",5373,34,48,0,0,0,1,22,77,1309.11764705882,997.5625
95757,"male","white",6001,12,0,0,0,0,1,5,12,1379.33333333333,NA
95808,"unknown","white",896,1,2,0,0,0,1,2,3,840,727
95820,"male","white",5590,146,15,0,0,0,1,43,144,671.527397260274,543.066666666667
95855,"male","white",5905,36,6,0,0,0,1,10,40,881.861111111111,760.166666666667
95868,"female","Hispanic",3214,8,15,0,0,0,1,11,23,1305.5,997.6
95873,"female","white",5509,7,4,0,0,0,1,8,10,930.857142857143,568.75
95915,"female","white",4706,1,1,1,1,0,1,2,2,1058,1834
95971,"male","white",3422,58,67,30,0,0,1,27,100,1447.62068965517,1254.53731343284
95981,"male","white",5764,1,0,0,0,0,1,1,1,1358,NA
95993,"male","white",5861,39,11,0,0,0,1,10,46,1019.23076923077,851.727272727273
96003,"male","white",2423,5,11,4,0,0,1,7,16,1679,1169.81818181818
96011,"male","Asian",3720,22,9,0,0,0,1,9,29,1689.5,1476.33333333333
96023,"male","Asian",778,1,0,0,0,0,1,1,1,798,NA
96054,"male","white",1492,0,2,0,0,0,1,1,2,NA,1371.5
96057,"male","white",1338,0,8,2,0,0,1,4,8,NA,954.125
96061,"female","white",820,1,0,0,0,0,1,1,1,840,NA
96062,"male","white",4581,31,93,36,4,0,1,43,113,2225.61290322581,1648.39784946237
96081,"female","white",6153,248,27,0,0,0,1,79,266,556.20564516129,443.518518518519
96082,"female","white",5926,207,17,0,0,0,1,34,205,605.454106280193,458.529411764706
96096,"female","white",5007,6,1,0,0,0,1,5,7,473.5,195
96102,"female","white",5642,47,14,0,0,0,1,21,53,846.36170212766,499.142857142857
96112,"male","white",6195,92,63,52,0,0,1,31,132,861.304347826087,818
96116,"male","Asian",954,3,1,0,0,0,1,2,4,880.333333333333,721
96177,"male","white",435,1,0,0,0,0,1,1,1,455,NA
96196,"male","white",5406,8,35,0,0,0,1,9,34,1846.125,1499.22857142857
96207,"male","white",5565,0,67,4,0,0,1,35,53,NA,1876.13432835821
96218,"male","white",1466,0,9,0,0,0,1,5,9,NA,1066
96225,"male","white",5618,193,69,15,0,0,1,50,191,1345.54404145078,1175.24637681159
96253,"female","white",5813,73,76,36,36,0,1,42,133,2081.49315068493,1676.56578947368
96260,"male","white",5882,44,40,25,0,0,1,15,50,1380.61363636364,1089.525
96264,"male","white",2332,2,2,0,0,0,1,3,4,551,823.5
96314,"male","Asian",5114,61,73,32,32,0,1,54,115,2113.04918032787,1843.06849315068
96320,"male","white",791,1,0,0,0,0,1,1,1,809,NA
96334,"female","white",3969,8,1,0,0,0,1,7,9,672.25,319
96339,"female","white",6007,79,119,0,0,0.230769230769231,1,89,129,1534.37974683544,1208.43697478992
96341,"female","white",3228,90,25,24,0,0,1,38,100,815.3,665.44
96370,"male","Hispanic",1350,3,4,0,0,0,1,2,6,1215,1118
96372,"unknown","Asian",580,1,0,0,0,0,1,1,1,599,NA
96388,"male","white",6149,211,42,0,0,0,1,48,218,632.952606635071,462.97619047619
96399,"unknown","Asian",4222,1,0,0,0,0,1,1,1,1272,NA
96400,"female","white",5267,15,43,0,0,0,1,13,55,1222.33333333333,837.558139534884
96407,"unknown","Asian",550,0,1,0,0,0,1,1,1,NA,423
96412,"male","black",757,0,1,0,0,0,1,1,1,NA,630
96417,"male","Hispanic",1246,0,1,0,0,0,1,1,1,NA,1131
96432,"male","white",4937,20,1,0,0,0,1,7,17,505.45,319
96457,"male","white",5995,63,98,30,0,0.0476190476190476,1,58,103,1385.28571428571,1087.63265306122
96485,"unknown","white",5194,20,29,0,0,0,1,11,39,1865.7,1439.89655172414
96493,"male","white",685,1,0,0,0,0,1,1,1,704,NA
96500,"male","white",4923,3,7,4,0,0,1,10,10,739.333333333333,1393.57142857143
96502,"male","white",5597,5,10,5,0,0.1,1,10,16,764,489.6
96569,"male","white",5778,48,6,0,0,0,1,13,14,789.520833333333,582.666666666667
96570,"unknown","black",1638,0,1,0,0,0,1,1,1,NA,1518
96575,"unknown","white",6003,39,86,8,0,0,1,29,108,1277.79487179487,938.127906976744
96576,"unknown","white",1637,1,7,0,0,0,1,7,8,736,986.571428571429
96590,"male","Hispanic",1234,0,4,0,0,0,1,4,4,NA,925
96591,"female","Asian",5215,7,1,0,0,0,1,7,8,886,463
96594,"male","white",1005,0,2,0,0,0,1,2,2,NA,762
96606,"male","white",1859,4,40,0,0,0.0833333333333333,1,20,39,1433.75,936.275
96613,"male","white",5391,34,15,22,0,0,1,24,49,1006.55882352941,816.4
96616,"male","white",5288,6,0,0,0,0,1,5,6,445.166666666667,NA
96628,"female","white",2065,1,4,0,0,0,1,4,5,2085,1382
96647,"male","white",6188,56,18,48,0,0,1,16,60,1534.42857142857,1152.16666666667
96654,"male","white",4151,27,226,96,0,0,1,38,218,1876.51851851852,1235.70796460177
96658,"male","white",1885,15,5,0,0,0,1,11,20,1048.93333333333,762.8
96683,"unknown","white",6101,107,39,0,0,0,1,38,126,921.88785046729,781.974358974359
96689,"male","Asian",3779,0,9,5,0,0.142857142857143,1,8,10,NA,1065.77777777778
96691,"female","Asian",1559,2,4,0,0,0,1,5,6,817,1094
96726,"male","white",1763,14,14,13,0,0,1,6,25,1300.57142857143,1134.5
96743,"male","white",3817,1,0,0,0,0,1,1,1,867,NA
96764,"male","Asian",6013,103,90,110,61,0,1,42,156,2086.41747572816,1695.04444444444
96780,"male","Asian",4956,14,13,0,0,0,1,7,26,1614.5,1328.69230769231
96782,"male","white",3002,33,59,34,0,0,1,16,70,1116.78787878788,766.101694915254
96794,"female","white",967,1,1,1,0,0,1,2,2,987,221
96834,"male","Hispanic",6097,118,82,0,0,0,1,49,171,1004.31355932203,845.646341463415
96842,"male","Asian",6097,11,29,0,0,0,1,8,34,1824.36363636364,1408.06896551724
96861,"female","Hispanic",6056,46,41,0,0,0,1,13,72,883,639.341463414634
96881,"male","white",3395,10,5,6,0,0,1,6,15,1065.7,796
96888,"male","white",2123,1,0,0,0,0,1,1,1,631,NA
96895,"male","white",5167,19,3,0,0,0,1,12,20,478.789473684211,317.333333333333
96904,"male","white",3389,30,13,19,0,0,1,14,36,1127.5,935.076923076923
96913,"male","white",1891,1,0,0,0,0,1,1,1,398,NA
96925,"male","white",2682,39,23,0,0,0,1,13,48,1106.58974358974,869.782608695652
96928,"male","white",408,1,0,0,0,0,1,1,1,427,NA
96970,"female","white",2470,18,42,0,0,0,1,17,54,1045.83333333333,1037.78571428571
96981,"male","white",5098,10,0,0,0,0,1,8,9,537.9,NA
96989,"female","white",1379,1,0,0,0,0,1,1,1,1399,NA
97004,"male","white",1127,0,2,0,0,0,1,1,2,NA,984.5
97042,"male","Asian",1339,1,0,0,0,0,1,1,1,1359,NA
97047,"unknown","white",4910,11,18,13,0,0,1,9,27,1597.54545454545,1213.33333333333
97057,"male","white",5655,123,71,98,16,0.103448275862069,1,59,161,2087.05691056911,1717.35211267606
97075,"female","white",1555,3,0,0,0,0,1,3,3,1485,NA
97095,"male","white",5743,9,5,1,0,0,1,12,13,1370.66666666667,955
97104,"female","white",2078,13,21,0,0,0,1,15,32,1136.92307692308,1010.7619047619
97113,"male","white",1212,5,5,0,0,0,1,4,9,938,777.6
97114,"male","white",924,1,0,0,0,0,1,1,1,944,NA
97117,"male","white",4149,1,0,0,0,0,1,1,1,1196,NA
97131,"male","white",4502,5,6,2,2,0,1,5,10,1369.8,937.333333333333
97137,"female","white",1729,2,6,0,0,0,1,5,6,1682,1343.66666666667
97197,"unknown","white",6248,74,20,34,0,0,1,17,58,1240.36486486486,1009.9
97209,"unknown","white",6198,82,6,32,0,0,1,17,69,1137.65853658537,931.333333333333
97235,"male","white",6119,9,10,5,0,0,1,18,19,1043.66666666667,558.1
97241,"unknown","white",1986,32,31,0,0,0,1,16,54,1243.71875,1015.03225806452
97245,"female","white",3889,11,0,0,0,0,1,5,11,667,NA
97263,"male","white",4756,36,120,49,0,0,1,32,150,1915.47222222222,1364.98333333333
97313,"female","white",4508,31,35,0,0,0,1,25,56,1356.67741935484,1643.31428571429
97318,"male","white",880,2,0,0,0,0,1,1,2,856,NA
97328,"male","white",6296,213,120,111,0,0.68,0,133,273,1741.77464788732,1536.875
97345,"female","white",1552,2,0,1,0,0,1,2,2,1117,NA
97386,"male","white",5824,82,96,80,0,0,1,51,142,1746.24390243902,1697.07291666667
97394,"female","black",4557,3,0,0,0,0,1,3,3,1268.33333333333,NA
97398,"male","Asian",1482,0,1,0,0,0,1,1,1,NA,1353
97427,"male","white",1905,1,3,0,0,0,1,3,3,1055,1552.33333333333
97436,"male","white",3322,34,43,0,0,0,1,43,65,1118.55882352941,913.674418604651
97457,"unknown","white",1206,0,2,0,0,0,1,2,2,NA,1013
97461,"male","white",6282,74,47,0,0,0,1,44,104,1388.93243243243,963.574468085106
97462,"male","white",5322,2,1,0,0,0,1,3,3,817.5,516
97478,"male","Asian",1522,1,1,0,0,0,1,2,2,1419,1142
97485,"male","white",4144,3,3,0,0,0,1,3,6,1018,916
97495,"male","white",5821,9,14,0,0,0,1,7,22,1210.11111111111,854.5
97498,"female","white",703,0,1,0,0,0,1,1,1,NA,586
97537,"female","white",809,0,1,0,0,0,1,1,1,NA,794
97542,"unknown","black",1604,0,1,0,0,0,1,1,1,NA,1490
97553,"male","white",6296,667,184,171,0,0,1,137,606,1017.72563718141,1027.11956521739
97578,"male","white",1580,2,0,0,0,0,1,2,2,1497,NA
97588,"female","white",4672,70,180,62,0,0,1,40,119,1547.04285714286,1232.97222222222
97615,"female","Asian",3700,26,25,0,0,0,1,16,45,1331.23076923077,1052.8
97623,"unknown","Asian",1716,2,4,0,0,0,1,4,6,1521,1302.5
97635,"male","white",6135,150,139,8,0,0,1,56,261,1853.74,1525.25179856115
97637,"female","white",6276,327,166,0,0,0,1,126,448,979.464831804281,848.060240963855
97660,"male","Asian",6119,316,57,50,0,0,1,52,333,1036.58544303797,779.157894736842
97765,"male","Asian",3514,1,0,0,0,0,1,1,1,561,NA
97775,"male","white",3627,15,9,0,0,0,1,7,18,1222.4,1455.55555555556
97788,"male","Asian",4888,4,0,1,0,0,1,4,4,1185.75,NA
97795,"female","white",6178,174,32,64,0,0,1,38,178,1455.20114942529,1617.84375
97829,"male","Asian",2010,1,10,2,0,0,1,6,11,1777,1128
97835,"female","white",4504,18,11,0,0,0,1,17,26,885.277777777778,601.272727272727
97845,"female","white",6198,188,131,0,0,0,1,28,279,891.367021276596,735.519083969466
97893,"male","white",469,1,0,0,0,0,1,1,1,489,NA
97914,"male","white",5139,158,54,0,0,0,1,75,195,969.26582278481,860.222222222222
97918,"male","white",4433,108,144,67,0,0,1,33,233,1743.38888888889,1417.8125
97956,"male","Asian",1249,0,1,0,0,0,1,1,1,NA,1139
97987,"male","Asian",5348,50,5,0,0,0,1,7,47,487.2,350
97999,"female","white",5302,5,0,0,0,0,1,5,5,711,NA
98049,"male","white",5754,222,109,0,0,0,1,71,282,1184.22522522523,1106.08256880734
98050,"male","white",1436,6,5,0,0,0,1,4,10,1102.5,821.6
98053,"male","white",3934,1,0,0,0,0,1,1,1,981,NA
98054,"female","white",3610,2,0,0,0,0,1,2,2,713.5,NA
98059,"female","Asian",2192,33,14,10,0,0,1,15,43,1150.24242424242,1058.92857142857
98060,"male","white",1027,0,2,0,0,0,1,1,2,NA,893.5
98075,"female","Asian",1345,2,19,0,0,0,1,11,21,1005,568.210526315789
98101,"female","Asian",653,1,1,0,0,0,1,1,2,606,653
98108,"unknown","white",6213,163,41,9,6,0.0512820512820513,1,69,168,1416,1382.82926829268
98118,"unknown","white",749,0,1,0,0,0,1,1,1,NA,590
98131,"male","white",1044,2,0,0,0,0,1,2,2,940.5,NA
98175,"male","Asian",3846,9,7,9,0,0,1,6,14,1861.77777777778,1732.14285714286
98192,"unknown","Asian",3073,3,1,0,0,0,1,3,4,1449.33333333333,1162
98194,"male","white",1295,0,1,0,0,0,1,1,1,NA,1180
98196,"male","white",1782,1,11,0,0,0,1,5,11,1455,1325.18181818182
98219,"female","white",4341,21,72,35,0,0,1,25,89,1971.85714285714,1612.40277777778
98228,"male","Asian",4623,2,1,0,0,0,1,2,3,1597,1450
98235,"female","white",5813,5,5,0,0,0,1,9,10,1055.8,708.4
98253,"male","white",1919,3,55,20,0,0,1,12,54,1154,1062.27272727273
98254,"male","white",5860,31,5,0,0,0,1,10,34,934.516129032258,420.6
98304,"male","Hispanic",3717,4,31,0,0,0,1,18,25,1015.75,979.451612903226
98305,"unknown","Asian",1357,0,24,0,0,0,1,6,23,NA,827.416666666667
98315,"male","white",5257,9,0,0,0,0,1,3,9,617.444444444444,NA
98316,"male","white",6297,289,60,0,0,0.0454545454545455,1,43,244,842.515570934256,757.783333333333
98342,"male","white",5982,75,12,0,0,0,1,13,80,884.306666666667,750.833333333333
98345,"female","white",4075,7,3,0,0,0,1,7,9,956.714285714286,687
98361,"male","Asian",804,1,1,0,0,0,1,1,2,824,613
98369,"male","white",3366,1,0,0,0,0,1,1,1,413,NA
98372,"male","white",1115,1,0,0,0,0,1,1,1,1135,NA
98374,"female","white",3802,25,29,0,0,0.0952380952380952,1,25,52,1187.16,1097.79310344828
98378,"female","Asian",1401,0,1,0,0,0,1,1,1,NA,1267
98391,"female","Asian",1172,0,1,0,0,0,1,1,1,NA,1074
98393,"male","white",1926,2,0,0,0,0,1,2,2,335,NA
98411,"male","white",1303,14,5,0,0,0,1,5,18,979.071428571429,794
98437,"male","white",5285,2,0,0,0,0,1,2,2,786.5,NA
98465,"male","Asian",1169,3,0,0,0,0,1,2,2,1075.33333333333,NA
98473,"male","white",3593,1,0,0,0,0,1,1,1,2106,NA
98480,"male","white",1583,0,1,0,0,0,1,1,1,NA,1398
98507,"male","Asian",1772,5,10,4,0,0,1,4,14,1543.2,1280.8
98519,"female","Hispanic",2365,1,0,0,0,0,1,1,1,875,NA
98542,"female","white",1722,2,16,0,0,0,1,11,15,910,789.0625
98551,"unknown","white",3388,5,20,0,0,0,1,8,23,1366.4,1193.2
98581,"female","white",5530,30,4,0,0,0.166666666666667,1,9,26,691.566666666667,365.75
98583,"female","white",4510,7,6,0,0,0,1,8,12,1142.42857142857,772.333333333333
98605,"female","white",1055,0,4,0,0,0,1,4,4,NA,668.25
98613,"male","black",2044,1,0,0,0,0,1,1,1,554,NA
98619,"male","white",375,0,1,0,0,0,1,1,1,NA,295
98649,"female","white",4753,2,8,0,0,0,1,5,9,1510.5,1285.375
98684,"male","white",4950,51,56,19,19,0,1,22,88,2059.21568627451,1590.82142857143
98697,"female","Asian",5897,105,19,0,0,0.0769230769230769,1,32,104,640.752380952381,490.526315789474
98700,"female","white",6290,129,122,22,0,0,1,98,196,1105.16279069767,812.311475409836
98717,"male","white",6203,116,63,32,0,0,1,29,164,1736.18965517241,1500.57142857143
98738,"male","Asian",6247,365,130,172,71,0,1,76,372,1452.91506849315,1456.18461538462
98751,"male","white",5259,12,0,0,0,0,1,6,8,677.083333333333,NA
98754,"female","white",3406,2,0,0,0,0,1,2,2,572,NA
98755,"unknown","white",1642,0,6,0,0,0,1,5,6,NA,1196.5
98830,"male","Asian",6258,259,107,86,81,0,1,119,314,1950.83783783784,1606.5046728972
98877,"male","Asian",3794,25,40,0,0,0,1,14,47,1756.2,1338.4
98911,"male","white",1562,21,11,0,0,0,1,8,28,1010.66666666667,766.727272727273
98919,"male","white",6014,46,11,17,0,0,1,29,47,1568.19565217391,1212.18181818182
98922,"male","Hispanic",534,2,0,0,0,0,1,2,2,525.5,NA
98926,"female","white",6016,5,54,0,0,0,1,23,31,1963.4,1098.77777777778
98948,"male","black",1338,0,1,0,0,0,1,1,1,NA,1168
98952,"female","Asian",5978,39,26,0,0,0,1,17,49,1172.53846153846,807.807692307692
98976,"male","Asian",4727,106,24,0,0,0,1,23,76,1258.65094339623,1209.33333333333
98986,"male","white",5264,18,0,0,0,0,1,7,11,432.055555555556,NA
98995,"female","white",6182,96,134,17,0,0,1,35,169,1038.6875,834.44776119403
99004,"male","Asian",1263,0,1,0,0,0,1,1,1,NA,1126
99006,"unknown","Asian",2640,6,18,0,0,0,1,9,23,1751.66666666667,1251.83333333333
99032,"male","Asian",5630,3,0,0,0,0,1,3,3,1187,NA
99039,"female","white",4924,4,0,0,0,0,1,2,4,586.75,NA
99059,"male","Asian",772,0,1,0,0,0,1,1,1,NA,652
99060,"female","white",4063,4,6,0,0,0,1,8,8,680,464.666666666667
99061,"male","white",3075,26,18,26,0,0,1,16,43,1242.69230769231,802
99062,"male","white",2319,4,7,0,0,0,1,8,11,1463,1384.57142857143
99085,"male","white",4970,19,0,2,0,0,1,7,16,331.210526315789,NA
99086,"male","Hispanic",4521,25,35,0,0,0,1,18,51,1840.2,1284.94285714286
99092,"female","white",5084,21,92,2,0,0,1,44,92,1744.52380952381,1342.3152173913
99119,"female","white",2717,104,44,0,0,0,1,25,133,1243.01923076923,1063.18181818182
99124,"male","white",2294,3,0,0,0,0,1,2,3,624,NA
99136,"male","white",6085,64,18,0,0,0,1,19,68,1223.40625,1194.11111111111
99147,"male","white",931,0,2,0,0,0,1,1,1,NA,745
99151,"male","Hispanic",2044,79,11,11,0,0,1,12,81,1002.15189873418,714.363636363636
99194,"female","Hispanic",2154,4,32,0,0,0,1,12,35,1810.5,1228.46875
99210,"female","white",995,2,2,0,0,0,1,2,4,821,834.5
99213,"male","white",5884,180,29,0,0,0,1,102,194,831.172222222222,626.241379310345
99219,"male","white",6232,62,46,0,0,0,1,17,73,1012.46774193548,684.326086956522
99220,"unknown","white",2645,9,7,0,0,0,1,9,16,2033.44444444444,1814
